id,system,title,date,status,supersedes,superseded_by,closes,also,body
D-202,Architecture and scope,One teardown: everything is bought now; measurements confirm before…,,standing,,,,,"**D-202 — One teardown: everything is bought now; measurements confirm before cutting, not before buying.** The interior comes apart once. Wire is bought with a 1.5× margin because the routes are unmeasured at order time; the dash envelope, the routes and the pop-up ohm check gate *cutting*, never purchasing. The drive-home rule survives throughout."
D-194,Architecture and scope,Configure in the car; there is no bench phase,,standing,,,,,"**D-194 — Configure in the car; there is no bench phase.** The PMU is mounted, powered from the new backbone through a 5 A fuse (D-145), and configured over CAN1 with every output disabled before any circuit migrates. Four bench-era rules survive as hard requirements: the 5 A first-power-up fuse; 120 Ω at both CAN1 ends or the client never connects; three practice crimps pull-tested before any real crimp; one circuit at a time, the car drives home every day."
D-213,Architecture and scope,One wiring project,2026-09-02,standing,,,,,"**D-213 — One wiring project.** `electrical-build/` owns the harness — design, shopping, install — as a three-step guide with `DECISIONS.md` and `QUESTIONS.md` at its root. `luxury-package/` owns every future feature (heated/cooled seats, the digital cluster ICU, the climate module DCU, the control panel, defog trigger, mirrors, windows, sound deadening, LED lighting); `engine-swap/` owns everything that changes with the engine (ECU, CAN drop, in-tank pump, A/C's return, transmission, axle). The old `electrical-pmu/` tree is dissolved: its history and process files are archived under `../../99-ARCHIVE/Electrical/2026-09-02_electrical-pmu/` and stay linkable; its firmware and module designs moved to the luxury package. Answers Q-072."
D-061,Power backbone and battery,The starter feed and the PMU feed are separate runs from the battery…,,standing,,,,D-091,"**D-061 / D-091 — The starter feed and the PMU feed are separate runs from the battery post; the PMU feed is 2 AWG.** Cranking pulls 300–500 A briefly and cannot pass through a Class-T sized for the module feed. The master disconnect sits in the PMU leg, so opening it isolates the electrical system while the starter cable stays passive. 2 AWG (not 4) because it is sized for the swap engine, not the 12A — about $40 more now against pulling the tunnel a second time."
D-062,Power backbone and battery,"Main protection is Class-T (Blue Sea 5007100 block, 5114 150 A fuse)…",,standing,,,,,"**D-062 — Main protection is Class-T (Blue Sea 5007100 block, 5114 150 A fuse), mounted as close to the positive post as physically possible.** LiFePO4 delivers enormous short-circuit current and Class-T is the only common fuse with the interrupt rating to break it. The cable between post and fuse is the one length that can never be protected — keep it inches long. Not economised, ever."
D-203,Power backbone and battery,"The starter run is protected by an MRBF (Blue Sea 5191 holder, 5187 200…",,standing,,,,D-207 D-207,"**D-203 — The starter run is protected by an MRBF (Blue Sea 5191 holder, 5187 200 A) on the post; the alternator charges through the starter cable via F18 (100 A MIDI) at the starter stud, as the factory did through its fusible link; K9's contact feed is F17 (30 A MIDI) at the same stud.**

**D-203(g) / D-207 — Fine-strand copper welding cable for the 2 AWG runs (loomed and grommeted), closed-barrel tinned lugs hydraulically crimped; bought as fixed lengths 45 ft red / 25 ft black.** Marine-tinned cable costs about twice as much for no benefit inside loom.

**D-203(d) / D-207 — Crimpers: one IWISS solid-contact Deutsch crimper (sizes 12/16) and an open-barrel ratchet crimper for the SICMA terminals, each accepted only after three practice crimps pass the pull test (16 AWG 20 lbf · 14 AWG 34 lbf · 12 AWG 45 lbf); a hydraulic crimper for every lug.** The genuine HDT-48-00 is the gold standard; the pull test is what makes a cheaper tool acceptable."
D-198,Power backbone and battery,The alternator gets its factory-spec excitation circuit: O12 → F15 (7.5…,,standing,,,,,"**D-198 — The alternator gets its factory-spec excitation circuit: O12 → F15 (7.5 A) → L1-S1 2 → alternator BW; the charge-lamp sense WB gets its own conductor, L1-S2 8 → DP-CLU 8.** Reading factory sheet A exposed that an earlier plan had repurposed the BW feed as a sense input — the new harness would never have excited the alternator at all. This is also the prime suspect for the observed no-charge (D-179: 11.4 V at idle): the factory BW path ran through the emissions-era connectors the delete disturbed. The unit is kept and judged at commissioning on correct wiring; replaced only if it still refuses to charge."
D-063,Power backbone and battery,"The battery mounts on a backing plate under the floor, not through…",,standing,,,,,"**D-063 — The battery mounts on a backing plate under the floor, not through sheet metal alone.** A 15 lb mass with live terminals becomes a projectile in a crash; the plate turns a tearing load into a shear load. NOCO BG27 box (D-207), hold-down, M8 grade-8 hardware."
D-229,Power backbone and battery,No battery box,2026-09-03,standing,,,V-093,,"**D-229 — No battery box.** Camden's call, 2026-09-03: the NOCO BG27 leaves the design and the Amazon cart. The backing plate, hold-down and M8 grade-8 hardware of D-063 still carry the crash case — the box was never the structure. What the box *did* provide and now has no owner is terminal insulation and debris protection for a live post in an open cargo bin, so a replacement means of covering the terminals is required before the battery is installed (`Q-103`). Supersedes the box in D-063 and D-207, and the ""in a NOCO BG27 box"" wording in `01-DESIGN/DESIGN.md` §2. Answers V-093."
D-064,Power backbone and battery,A pull string goes into the tunnel beside the 2 AWG feed,,standing,,,,,"**D-064 — A pull string goes into the tunnel beside the 2 AWG feed.** The rear leg follows the same route later, and adding it without the string means dropping the console again."
D-145,Power backbone and battery,First power-up of the dash node is through a 5 A fuse in the main feed…,,standing,,,,,"**D-145 — First power-up of the dash node is through a 5 A fuse in the main feed, not a bench supply.** Enough for the PMU to boot and talk over CAN; anything shorted blows a $2 fuse instead of melting 2 AWG. Verify, then fit the Class-T."
D-234,Power backbone and battery,"The Ionic has SAE tapered posts, so every battery connection is a brass…",2026-09-04,standing,,,V-053,,"**D-234 — The Ionic has SAE tapered posts, so every battery connection is a brass post clamp with a 3/8 in stud take-off, not a ring lug on a stud.** Camden looked, 2026-09-04, answering `V-053`. The consequence is that the positive clamp's stud becomes the one mechanical junction carrying the MRBF holder (starter feed), the 2 AWG feed to the master disconnect, and — after D-236 — the new audio system's own fused line. That rules out a stamped parts-store terminal: it needs a real stud with real thread. Confirm at the cart review that the Blue Sea 5191's mounting foot lands on it. P095 joins the Amazon cart."
D-235,Power backbone and battery,The terminals are covered by boots and nothing else,2026-09-04,standing,,,Q-103,,"**D-235 — The terminals are covered by boots and nothing else.** Camden's call, 2026-09-04, answering `Q-103`. The cargo bin is an isolated compartment with its own lid, so the debris case D-229 opened is already covered; boots handle the tool-across-the-post case for cents. **No fabricated cover panel** — deliberately, because every layer over the battery is a layer to strip off at the roadside for a jump start, and boots pull off by hand. The battery-cover stock leaves the C2 hardware-store trip. D-063's backing plate, hold-down and M8 grade-8 hardware are untouched — they were always the structure. P094 joins the Amazon cart."
D-237,Power backbone and battery,The 200 A MRBF is right for the starter feed; no upsize,2026-09-04,superseded,,D-321,V-094,,"**D-237 — The 200 A MRBF is right for the starter feed; no upsize.** Answers `V-094`. A 12A's starter pulls 300–500 A for the moment of engagement and settles to roughly 150–250 A while it spins; MRBF curves run seconds at 3× rating and minutes at 1.5×, so even a long flooded-rotary crank sits inside the curve while a genuine dead short still clears in milliseconds. The 250 A (5188) would buy nothing and would sit further above the cable's own rating — this fuse protects the cable, not the starter."
D-238,Power backbone and battery,"The 2 AWG cable is accepted at the cart on two criteria, and CCA is…",2026-09-04,standing,,,V-095,,"**D-238 — The 2 AWG cable is accepted at the cart on two criteria, and CCA is refused at any price.** Answers `V-095`: the listing must state **≥ 90 °C insulation** and **100 % copper**. Camden asked for this to ride on the cart review rather than become an errand, so it is a line in the review; if the carted TEMCo listing does not state both, the line is swapped before payment, not after."
D-239,Power backbone and battery,The Ionic S9 case measures 170 W × 230 L × 190 H mm,2026-09-04,standing,,,V-051,,"**D-239 — The Ionic S9 case measures 170 W × 230 L × 190 H mm.** Measured 2026-09-04, answering `V-051`; the row is `params.battery_case_mm`. Terminals and boots stand proud of the 190 mm, so the M-4 cargo-bin mock-up is cut to the case *plus* the boot height, not to the case."
D-241,Power backbone and battery,"C10, the busbar → PMU stud link, is 2 AWG",2026-09-04,standing,,,,,"**D-241 — C10, the busbar → PMU stud link, is 2 AWG.** Found in the 2026-09-04 audit: it was drawn as 4 AWG, no 4 AWG cable or lug appears in any cart, and 4 AWG sits at its own rating under a 150 A Class-T. 2 AWG is already carted, already lugged (P064) and already in the hydraulic crimper's dies. Eight inches of heavier cable costs nothing and deletes a missing part that would not have been noticed until the backbone weekend."
D-245,Power backbone and battery,The master disconnect moves to the battery negative,2026-09-04,superseded,,D-319,Q-105,,"**D-245 — The master disconnect moves to the battery negative.** Camden's call, 2026-09-04, answering `Q-105`. In the PMU leg it isolated the module and nothing else: the MRBF branch kept the starter B+ stud live, and with it F17's feed to K9 and F18's to the alternator B+ — three energised studs in an engine bay somebody had just ""isolated"", and eighteen feet of live cable under the car. Between the negative post and the rear ground stud, opening it takes the return away from every positive fault in the car, starter cable included. The Class-T stays on the positive at the post where it belongs. `backbone` B1/B5, `cables` C01/C02/C05 and `grounds` G24 are re-drawn. The switch (Blue Sea 9003e — **e-Series**, not m-Series as the part row said: 350 A continuous, 1500 A cranking) now carries the starter return, which that cranking rating covers with room. Nothing is bought."
D-246,Power backbone and battery,"1/0 for the starter feed, and a dedicated 1/0 cranking return from the…",2026-09-04,standing,,,Q-106,,"**D-246 — 1/0 for the starter feed, and a dedicated 1/0 cranking return from the rear stud to the engine block.** Camden's call, 2026-09-04, answering `Q-106` — *go bigger and safer for both*. The feed settles an ambiguity the data carried in two rows (""1/0 (or 2 AWG)"") against a cart that bought neither consistently: 18 ft of 2 AWG costs about 2 V at 400 A, and 1/0 hands half of that back on the engine that is hardest to start when it is flooded. The return is the more important half. `B5` + `B6` as drawn sent 400 A of cranking current across the whole unibody, through 44-year-old spot welds and seam sealer, on a shell whose rust extent is unsurveyed (`K-007`) and which has already produced one shared-ground fault (`K-008`); the factory never asked the shell to do this, because the battery was in the engine bay. `B7` / `C11` is now a dedicated 1/0 from the rear stud forward to the block, and `B6` stays as the block-to-chassis bond rather than the main return. Both cables are pulled on the same backbone weekend, through the same tunnel, once. Cart: P096 (25 ft 1/0 red) and P097 (30 ft 1/0 black) join, P098 carries the 1/0 lugs, P065 drops to the 6 AWG lugs alone, and the 2 AWG lines fall to 25 ft red / 10 ft black — a net of roughly **+$180**."
D-214,The dash node,No backer plate and no sealed box. The dash node mounts on one or more…,2026-09-02,standing,D-005,,,,"**D-214 — No backer plate and no sealed box. The dash node mounts on one or more small carrier panels, low in the dash, laid out with the parts in hand.** Camden's call, 2026-09-02: a sealed box would be too bulky for the footwell shape; the components will be spread around the dash floor and centre stack once their real sizes can be tried in the space. The electrical design is unchanged by the split — every conductor is the same whether pieces share a panel or not. The 12 × 24 in aluminium sheet left the order; panel stock comes from a hardware store after the measurement day. Supersedes D-005 (single removable plate) and the plate-layout drawing (archived)."
D-003,The dash node,Two-tier connector architecture,,standing,,,,,**D-003 — Two-tier connector architecture.** The 39-way SICMA is a *device* connector at the dash node; short wires run from it to a receptacle for every leg and drop. Legs plug into the node; the 39-way is never touched again.
D-020,The dash node,"A true-constant bus lives off the PMU, fed from the always-hot busbar…",,standing,,,,D-030,"**D-020 / D-030 — A true-constant bus lives off the PMU, fed from the always-hot busbar through K11 (the audio master, driven by O22 keep-alive) and block B, plus block A straight off the busbar for the laptop port, the switch supply and the courtesy lamps.** The PMU sleeps; the head unit keeps its memory on its own non-volatile store; nothing draws through the module while it is asleep except the module itself."
D-224,The dash node,Both busbars are covered — the always-hot bar and the ground bus,2026-09-03,standing,,,Q-101,,"**D-224 — Both busbars are covered — the always-hot bar and the ground bus.** Camden's call, 2026-09-03, against the design's original ""cover the hot one, leave the ground bare"". A bare ground bus in a footwell is not a shock risk but it is a short risk: a dropped tool, a coin or a seat rail bridging the ground bus to the hot bar beside it is exactly the fault the Class-T has to clear. Covers cost a few dollars against a 150 A event. Buy two covered 10-gang bars, or fit Blue Sea 2718 covers to both. Answers Q-101; changes `02-SHOPPING/SHOPPING-LIST.md` §8 (the Waytek cart carries one 78250 today)."
D-230,The dash node,The amplifier comes off the PMU entirely; the head unit stays on it,2026-09-03,standing,,,,,"**D-230 — The amplifier comes off the PMU entirely; the head unit stays on it.** Camden, 2026-09-03. The audio system is deliberately isolated from every other powered system in the car — its only interface to anything is the pre-amp signal from the head unit to the amp — and the amp already has its own power. The head unit is different: it is woven into the body harness, it needs switched power, illumination, ground and a memory constant, and it stays a PMU load.

*Deleted:* **F5** (30 A, block B) and **L4-P 4** (12 AWG RED, amplifier constant). L4-P 4 becomes a plugged spare under D-218 — a heavy cavity with no named future feature, so it gets sealing plugs in both halves, not a capped wire. Block B goes from F1 + F5 + two spare to **F1 + three spare**.

*Narrowed, not deleted:* K11. D-020/D-030 called it ""the audio master""; with F5 gone its only load is F1, the head-unit memory constant, so K11 is now the **head-unit constant master** and the O22 keep-alive latch that drives it is unchanged. The reasoning survives — the head unit must hold memory while the PMU sleeps — the name does not.

*Supersedes* D-215's ""L4-P 4 is the amplifier constant"". *Opens* `Q-104`: the amp is believed to draw from a rear-cabin junction, and the factory harness is removed at install §6 — if that junction leaves with it, the amp loses its feed on a day nobody is thinking about audio."
D-216,The dash node,"Two fuse blocks, not four. Block A (busbar: F2, F3, F19, F13 empty) and…",2026-09-02,standing,D-206 D-208,,,,"**D-216 — Two fuse blocks, not four. Block A (busbar: F2, F3, F19, F13 empty) and block B (K11: F1, F5, two spare). F6/F7 (O1 → K1/K2 contacts) and F10/F11 (O15) are deleted; F8/F9/F14 at the sill are labelled positions with no holder this build.** O1's two branches are identical 12 AWG runs carrying one function, and the output's 25 A soft fuse protects either; O15 has no load until the luxury package, which adds its own block on that output when it lands; the sill holders belong to windows and mirrors that do not exist yet. F12 stays because a shorted interior lamp must not take the illumination bus and cluster feed down with it at night. This is what was carted on 2026-09-02 (two OptiFuse BLR-504, three sealed inlines). Supersedes D-206 and D-208(f)."
D-056,The dash node,The wake network uses 1N5819 Schottky diodes (not 1N4007) with a 10 kΩ…,,standing,,,,,"**D-056 — The wake network uses 1N5819 Schottky diodes (not 1N4007) with a 10 kΩ bleed from the rail to ground.** The lower forward drop matters at cold-crank voltage; without the bleed, diode leakage can hold pin 7 above threshold and the PMU never sleeps."
D-167,The dash node,A 100 kΩ bias resistor from +5 V on A15 and A16,,standing,,,,,"**D-167 — A 100 kΩ bias resistor from +5 V on A15 and A16.** These are the 12 V-side ladders, where OFF would read 0 counts — identical to a disconnected wire. The bias lifts OFF to ~90 counts so the two are distinguishable. Same principle as D-053: no valid state may sit at an extreme."
D-186,The dash node,"Pop-up drive is one run relay per side, K1 (LH) and K2 (RH); no H-bridge",,standing,,,,,"**D-186 — Pop-up drive is one run relay per side, K1 (LH) and K2 (RH); no H-bridge.** Camden confirmed the motors spin one direction only (the crank flips the lamp each half-revolution; the internal cam stops it at each end), and that the factory indicator stays lit when a motor never reaches its limit. So raise and lower are the same electrical act: energise the relay until that side's YG transit contact opens again; 4 s still-closed is an obstruction fault. 87a to ground keeps dynamic braking for free (D-057). Whether K1/K2 drive R and RY bridged or R alone is the ohm check on the measurement day (install M-3)."
D-189,The dash node,"K1 and K2 coils are fed from O1, each in series with the *opposite*…",,standing,,,,,"**D-189 — K1 and K2 coils are fed from O1, each in series with the *opposite* side's wink-switch NC pole.** Holding a wink opens the other side's coil return, so when the PMU runs the half-cycle only the winked lamp moves; O1 stays both supply and command, keeping pop-up telemetry. The wink NO poles feed the A8 ladder (D-215), so a wink also wakes the PMU with the key out."
D-182,The dash node,"The washer pump runs on its own relay K12: coil from O10, coil return…",,standing,,,,,"**D-182 — The washer pump runs on its own relay K12: coil from O10, coil return through the wiper stalk's WASH contact, contact fed from O8.** The pump runs only while the driver holds WASH; O8 stays on for two more sweeps after release."
D-148,The dash node,Start relay K9 is a sealed mini ISO relay (Picker PC792E-1C-C-12S-DN-X…,,standing,,,,D-208,"**D-148 / D-208(e) — Start relay K9 is a sealed mini ISO relay (Picker PC792E-1C-C-12S-DN-X in a Chief 75340 weatherproof socket) on the inner fender, not at the starter.** The relay keeps solenoid current off the PMU and does not need to be adjacent; pull-in is 15–25 A and 10 AWG over a few feet loses almost nothing. Mini, not micro, because micro has no weatherproof housing in the catalogue."
D-215,The dash node,"The presentation design's defaults are adopted as the design, pin by…",2026-09-01,standing,,,,,"**D-215 — The presentation design's defaults are adopted as the design, pin by pin, wherever they differ from earlier decisions.** When the three-step guide was written (2026-09-01) it resolved every open electrical item with a sensible default, and those defaults are what the carts were built to. Where they differ from older entries, the guide wins: A3 reads brake pedal *and* wiper park as a 4-state ladder (D-182 had left park sense capped) · A8 reads hazard, horn, wink L and wink R summed — hazard 4.7 kΩ, horn 8.2 kΩ, wink L 18 kΩ, wink R 33 kΩ (D-190 had horn 12 kΩ and winks pin-7-only) · A4/A5 inhibitor contacts through 8.2 kΩ with 47 kΩ baselines at the L2-S plug (D-187 had 12 kΩ) · the +5 V reference stays at the dash node, used only for the two bias resistors — nothing in any leg uses +5 V (D-197's 100 Ω pull-up at the sender is not fitted; A7 observes the factory fuel-gauge node through a 1 MΩ pull-down, read in the car as a three-point lookup) · the door and A8 wake stages are two NPN sense stages at the dash node (D-188 had a PNP at the sill) · L4-P 4 is the amplifier constant (D-181's O15 → sill feed is not run; mirror heat waits on F14) · L4-M 3/4 are the hatch and fuel-door solenoids, capped (D-180's O10 branches wait for the panel) · DP-ICU is the 12-way sensor drop and DP-DCU the 6-way (D-083) · DP-CLU feeds the factory cluster from day one · the private DCU↔ICU pair (D-087) is not run — the luxury package can add it behind the same bezel · O2/O3 are filament headlamps."
D-236,The dash node,The factory amplifier and every wire that serves it come out; the…,2026-09-04,standing,,,Q-104,,"**D-236 — The factory amplifier and every wire that serves it come out; the replacement audio system is standalone off the battery posts.** Camden, 2026-09-04, answering `Q-104` — and confirming D-230 by a different route than expected. The stock amp's feed cannot be traced because a previous owner spliced the dash badly, so it is *not* traced: the amp, its power lead and all the factory speaker wire leave with the factory harness at install §6, and nothing in this project waits on finding where it fed from. What replaces it is a new amplifier beside the battery on its own fused line straight off the positive and negative posts, new speaker cable, new speakers, taking pre-amp signal from the head unit. The head unit stays the only audio load the PMU sees, exactly as D-230 left it, and L4-P 4 stays plugged.

*Two consequences that are this project's business:* the new amp's feed and return lugs land on the same posts as D-234, so the terminal stack and the D-235 boots must clear them — mock it at M-4 with the amp in place; and the head unit's own speaker outputs go unused, so nothing in the dash needs speaker-level wire."
D-242,The dash node,"F1, the head-unit constant, drops from 15 A to 10 A",2026-09-04,standing,,,,,"**D-242 — F1, the head-unit constant, drops from 15 A to 10 A.** Found in the 2026-09-04 audit. F1's conductor is 14 AWG into L3-M 2, a Deutsch DT size-16 contact rated 13 A: a 15 A fuse sits outside a component's rating in the path it protects. That is precisely the finding D-223 acted on for the software caps, and this physical fuse was missed by it. With the amplifier gone (D-230, D-236) the constant carries memory and the head unit's own internal output stage, not an amp, so 10 A is generous and inside every part in the path. A drawer value; no cart change."
D-009,"Outputs, soft fuses and logic",O1 (pop-up motor bus) and O16 (blower) carry the inductive loads…,,standing,,,,,"**D-009 — O1 (pop-up motor bus) and O16 (blower) carry the inductive loads, because they are the only two channels with integrated high-power flyback diodes.**"
D-010,"Outputs, soft fuses and logic",Wipers live on O8 and nothing else does; O8 is the only channel with…,,standing,,,,,"**D-010 — Wipers live on O8 and nothing else does; O8 is the only channel with wiper-motor braking.** O9 is the high-speed brush. Park is software: hold O8 until A3 reads PARKED, then brake."
D-225,"Outputs, soft fuses and logic",One-touch single wipe is in the wiper logic,2026-09-03,standing,,,V-028,,"**D-225 — One-touch single wipe is in the wiper logic.** A tap of the stalk to LOW and back runs one full sweep and parks: `LOW held < 400 ms → one sweep to PARKED`. Software only — no wire, no part, no cost, and the A3 park state it needs is already read (D-215). Answers V-028; enters `03-INSTALL/PMU-CONFIG-SHEET.md` §3 at install §5.4."
D-013,"Outputs, soft fuses and logic",Turn signals are flashed natively by the PMU (1.5 Hz); the interval…,,standing,,,,D-014,**D-013 / D-014 — Turn signals are flashed natively by the PMU (1.5 Hz); the interval wiper unit is deleted — intermittent is a software timer on O8.** No flasher and no interval unit anywhere in the car.
D-015,"Outputs, soft fuses and logic","Tail, park, side markers and licence lamps are one circuit on O6, lit…",,standing,,,,,"**D-015 — Tail, park, side markers and licence lamps are one circuit on O6, lit in both PARK and HEAD.** Front on L2-M 7, rear on L4-M 1, spliced at the nose and the hatch."
D-011,"Outputs, soft fuses and logic","O15 is a 25 A comfort bus for the luxury package (seats, mirror heat…",,standing,,,,,"**D-011 — O15 is a 25 A comfort bus for the luxury package (seats, mirror heat, and the like), fanned out downstream by that project.** This build runs it to L3-P 2 and caps it. Chosen over holding it as a third swap reservation."
D-095,"Outputs, soft fuses and logic",The cigarette lighter is deleted,,standing,,,,,**D-095 — The cigarette lighter is deleted.** It was the only load that could trip the channel powering the accessories; USB-C covers the function.
D-047,"Outputs, soft fuses and logic","No bulb-out detection, no load resistors anywhere, no seat-belt or key…",,standing,,,,D-050,"**D-047 / D-050 — No bulb-out detection, no load resistors anywhere, no seat-belt or key chimes.** A manual lamp check is easy; flash rate is set in software; the chimes are not wanted."
D-038,"Outputs, soft fuses and logic",The retractable-headlight switch is deleted; pop-ups raise when the A15…,,standing,,,,D-040 D-110,"**D-038 / D-040 / D-110 — The retractable-headlight switch is deleted; pop-ups raise when the A15 ladder reaches HEAD and lower when it leaves; the only cabin controls are the two momentary wink switches; each motor's manual raise knob covers maintenance access.** The pop-ups themselves stay — K1/K2, the L2-P run feeds, the A4/A5 ladders and the winks are all as specified."
D-164,"Outputs, soft fuses and logic",Soft-fuse rule: motors measured stall × 1.10 · filament lamps steady ×…,,standing,,,,D-165 D-175,"**D-164 / D-165 / D-175 — Soft-fuse rule: motors measured stall × 1.10 · filament lamps steady × 1.35 plus an inrush window · resistive cold × 1.20 · electronics steady × 1.50, rounded up to 0.5 A. Until a channel has been measured it runs at its channel cap, and the PMU's own telemetry on the new harness is the measurement.** The limit protects the wire, not the load; a guessed limit either nuisance-trips or fails to protect while looking configured. Consequence accepted: during shakedown the soft fuses discriminate nothing — a seizing motor shows only in telemetry — so the protection burden sits on continuity testing every conductor before first power and watching telemetry through the first week. Measured today: O5 fuel pump 4.0 A (D-173: steady 2.38 A × 1.5, because dead-heading the pump for a stall reading risks more than it teaches), O6 7.5, O7 9.5, O17/O18 4.5."
D-120,"Outputs, soft fuses and logic",Every lamp channel gets an inrush window before it is enabled (a cold…,,standing,,,,D-122,"**D-120 / D-122 — Every lamp channel gets an inrush window before it is enabled (a cold filament pulls 8–12× for a few milliseconds; turn signals are the case that bites), and every soft fuse is re-set after any bulb change.** A tail circuit set for filament does not protect an LED."
