id,stage,stage_title,item,owner,state,gate,note
G3,G,What production cars that wire this way do better — the agent's improvement list,A shorted MOSFET is an output stuck ON — decide what that means for each safety load (motorsport PDM practice),agent,done,,"Read 2026-09-12. The manual is silent, and definitively so: the PMU's entire output-status vocabulary is 0 OFF, 1 ACTIVE, 2 UNDERCURRENT, 3 OVERCURRENT, 7 THERMAL SHUTDOWN - every one a story about current through an output the module believes it is driving, and none of them 'commanded off and still live'. It IS inferable: each output's voltage is measured (0-16 V on the 25 A and 15 A pins, 0-20 V on the 7 A pins), so a function comparing oN.voltage against oN.active catches a shorted high-side switch - that is CK07, and it annunciates only, because the annunciator is the module that just failed. The hard kill is the master disconnect and recovery RC01 is that sentence, first, before any other step. Worth knowing and not in the row: the PMU has a built-in inertia switch that drops every output above a configurable acceleration threshold (6 G default) - which covers the crash case exactly as long as the module is alive, and a shorted FET is the case where it is not. The O5 series relay is Camden's, as the row said: BLK-023."
G4,G,What production cars that wire this way do better — the agent's improvement list,"The 12 V budget needs a meter on the battery, not just on the outputs (BMW IBS)",agent,done,,"Done 2026-09-12. (a) The manual publishes NO quiescent or sleep current for the PMU - the specification tables carry operating voltage and nothing else - so the number cannot be derived and D-280's measurement is the only one there will be; the arithmetic (11 days at 150 mA, 80 at 20 mA on the 40 Ah pack) is already in D-280. (b) The clamp-meter box is CK02. (c) `Q-128`, the Bluetooth shunt, is already ruled: D-330 declined it and took battery data from the BMS over BLE instead - not re-asked."
G5,G,What production cars that wire this way do better — the agent's improvement list,Charging voltage against a lithium battery (Porsche / BMW lithium starter options),agent,done,,"Done 2026-09-12. CK03 is the reading at install 2.14; 00-CAR SP-231 / SP-232 / SP-233 carry the pack's ceiling (14.6 +/- 0.1 V), its cut-off (8.0 V) and what is not published about its heater. The finding worth having: the factory regulated band SP-081 is 14.2-15.2 V and its top is ABOVE the pack's ceiling, so a perfectly healthy alternator can be over-charging this battery."
G6,G,What production cars that wire this way do better — the agent's improvement list,Wake sources are enumerated and every module that must work with the key out has one (Mercedes / BMW wake-on-CAN),agent,done,,"Written up 2026-09-12 as BLK-023's sibling BLK-021 - it is Camden's call, as the row itself said. The three options are costed on the page: leave DP-KEY accessory-only, add a seventh wake input for the two release keys, or take DP-KEY to a DT-6 with a constant feed and its own wake line. One correction the row could not have: W-320's kick-down has taken L3-S2 12, which was the last free cavity in that housing, so a DT-6's extra conductors land in L3-S3 - four still free there after the kick-down."
G7,G,What production cars that wire this way do better — the agent's improvement list,Module placement vs water (the Mercedes rear-SAM failure),agent,done,,"Done 2026-09-12. `rules water-ingress` is the install rule - entry from below or a drip loop, nothing in the lowest 50 mm, the 39-way never facing up. CK04 is the M-1 look."
G8,G,What production cars that wire this way do better — the agent's improvement list,Bundled derating (OEM terminal practice),agent,done,,"Done 2026-09-12, and nothing changes. The query finds exactly five 16 AWG conductors whose channel is enabled above 10 A - DP-ICU-A 1, DP-DCU 1, DP-KEY 3 and L4-S 4 off O10 at 13.0 A, and DP-ICU-B 12 off O3 at 13.0 A - and all five already carry `src_note=tap` as D-232 requires. None carries above about 1 A: the 13.0 A is the channel's soft fuse, not the conductor's load. No conductor in the harness, at any gauge, is loaded continuously above 10 A, so OEM bundle derating has nothing to bite on here."
G9,G,What production cars that wire this way do better — the agent's improvement list,"Sensor returns and ground offset (OEM single-wire senders, same weakness)",agent,done,,"Done 2026-09-12. CK05 is the shakedown box: block-to-dash-bus offset at idle and at full alternator load, under 50 mV, and above it the swap's rebuilt leg gets a dedicated sensor return - free to decide now, a leg to retrofit later."
G10,G,What production cars that wire this way do better — the agent's improvement list,The fuse-lid map (Toyota / Lexus junction blocks),agent,done,,"Done 2026-09-12, as a query and not a document. `rules fuse-lid-card` carries the two `sql` lines that print the card. CLAUDE.md section 1 keeps the visual layer for later and DECISIONS.md is the one generated file, so the card is printed when there is something to print with; because it is derived it can never disagree with the record, which is the only reason it may exist."
G11,G,What production cars that wire this way do better — the agent's improvement list,CAN and ignition routing (OEM EMC practice),agent,done,,"Done 2026-09-12 as `rules emc-routing`, with one correction to the premise: the engine leg no longer carries a CAN2 drop at all - D-318 released L1-S1 9 / 10 to sealing plugs and moved every computer to the dash node. So the engine-bay rule is about the shielded tach core past four coil and igniter leads, and CAN2's only exposure is the dash motors."
G12,G,What production cars that wire this way do better — the agent's improvement list,Spare capacity (motorsport PDM practice: 10–15 % spare channels),agent,done,,"Done 2026-09-12 as `rules spare-capacity`, and the premise was understated. It is not that all 22 outputs and ten inputs are allocated: the PMU-24 DL has sixteen analog channels, A9-A16 share their pins with outputs O17-O24, and this design uses A9-A14 as O17-O22 and A15 / A16 as the two 12 V ladders. Every one of the 39 positions is spoken for. There is no free input and no free output, which is what W-331 then ran into."
G13,G,What production cars that wire this way do better — the agent's improvement list,Wire footage is the one derived fact still typed (Rivian's lesson is that the wire count is the design),agent,open,C1,"Waits on C1's M-2. The table now exists: `routes`, 21 rows, one per leg run with `ft` blank and the path named, so M-2 is a checklist rather than a memory test. The cut length is 1.5x the measured route (D-202). Rivian's lesson holds - the footage IS the design - and until M-2 there is nothing to compute from: no length appears anywhere in this record today."
G14,G,What production cars that wire this way do better — the agent's improvement list,Connector-side conventions written once (OEM harness drawings),agent,done,,"Done 2026-09-12 as `rules cavity-numbers`. The wording avoids inventing a viewing face: the number is the one moulded into the housing, read off the part, which is precisely why the DT family has no mirror-image trap. A factory plug carries Mazda's terminal letter instead, and the two never share a cell."
Q-014,V,"Carried from the v2 question list, 2026-09-11",Dash envelope,camden,open,,"waits also on install M-1. a measurement of the dash cavity -- — install M-1. The clear width, height and depth of the centre-stack cavity, the glovebox region and the floor under the dash on both sides; lever clearance; 60 mm behind the receptacles. Two riders now: where the wideband gauge hides, and whether its fixed sensor lead reaches the bung from there (D-244)."
Q-110,V,"Carried from the v2 question list, 2026-09-11",How long does the horn take from asleep?,camden,open,,"waits also on install 5.4. a stopwatch measurement on a sleeping car -- Horn, hazard, wink — and now the brake (D-247 → D-278) — all work with the key out, and all of them work by *waking the module first*: the stage lifts pin 7, the PMU boots, decodes and drives the output. Nothing in the design says how long that takes, and the horn is the one control whose whole value is in its first 200 milliseconds. Measure it at §5.4 with a stopwatch and a helper: press the pad on a sleeping car, time until it sounds. Under ~200 ms, say nothing more about it. Over ~500 ms, decide whether the horn should hang off the always-hot busbar through its own relay instead — a change this build can still absorb and a finished car cannot. The brake is the same measurement and matters more."
Q-115,V,"Carried from the v2 question list, 2026-09-11","Road speed: the car may already have a signal, at the dash",camden,open,,"waits also on install M-6. a check at the speedometer head with the cluster out -- The speedometer is cable-driven and there is no electronic speed signal in the design - a digital cluster needs one. But the 1982 component list carries a **vehicle speed switch (B-29)**: a reed switch **inside the speedometer head** that pulses to ground on a single `BR` wire. It fed cruise control, which D-097 deleted, so it is sitting there unused and **terminating behind the dash**. **Check at M-6**, with the cluster out anyway: find the `BR` wire at the speedometer head, confirm it pulses to ground as the cable turns, and count pulses per wheel revolution. If it checks out, road speed costs **one conductor** into a free `L3-S2 12` or `L3-S3` cavity and the tunnel run is deleted from the plan. If it does not, the fallback is an inline pass-through sensor at the transmission (3-wire Hall, 12 V square wave, keeps the mechanical sp"
V-081,V,"Carried from the v2 question list, 2026-09-11",Pop-up drive conductors,camden,open,,"waits also on teardown. a look at the pop-up motor conductors -- install M-3. **Sharpened by T-017, 2026-09-12: the connector is a FOUR-way, not two conductors.** The section E scan shows E-03 / E-04 with WR, YG, R and RY, the factory feeding the motor on WR and commanding it on R / RY, while the design caps WR and drives R / RY. Ohming only R and RY to case cannot tell those topologies apart, so the check is now CK08: every pair and every terminal to case, at parked, half-raised and raised, on each motor. This is the one measurement the pin plan waits on (D-186, D-199) - five minutes, before the L2 leg is pinned."
V-055,V,"Carried from the v2 question list, 2026-09-11",Sill space,camden,open,,"waits also on teardown. a measurement of the sill space -- — install M-5. Does a 150 × 100 mm panel with the two door receptacles, the ground stud and four relay sockets fit behind the driver kick panel?"
V-088,V,"Carried from the v2 question list, 2026-09-11",Does everything fit the rear cargo bins?,camden,open,,"waits also on teardown. a fit check in the rear cargo bins -- — install M-4. Mock it in cardboard: the battery at 170 × 230 × 190 mm plus boot height (D-239), the new standalone amplifier beside it (D-236), the Class-T block on the positive and the master disconnect now on the negative (D-245). Prove a hand can reach a post to jump-start the car with the boots on (D-235)."
V-002,V,"Carried from the v2 question list, 2026-09-11",Alternator output rating,camden,open,,"read the rating off the alternator tag -- The case reads only ""B"" / Mitsubishi. The 1980 and 1985 workshop manuals both give a 55 A Mitsubishi unit (`00-CAR/SPECS.md` SP-078, SP-079 — the 1985 part is A5T30574; the 1981–83 fiche lists N221-18-300R, SP-006); an enthusiast chart says 50 A for base cars (SP-080, unverified). Read the rating stamped on the case to settle which the 1982 GS automatic carries. Nothing in the harness depends on it — F18 is 100 A and the 6 AWG B+ cable carries 100 A — but the charging figures at install 2.14 cannot be called good or bad without it. It also feeds the D-179 no-charge diagnosis: D-198 rebuilt the excitation circuit, and this is the number that says whether a healthy unit is behaving."
T-017,V,"Carried from the v2 question list, 2026-09-11",Verify the connector pin letters in `01-REFERENCE/factory-circuits/` against the diagram scans,agent,done,,"Done 2026-09-12, in two passes. **Pass one, machine:** every factory terminal letter the design claims, in cavities.lands_on and devices.terminals, checked against OEM-RECORD.md's master component list - 69 claims, zero disagreements (the only flags were switch POSITION names like LOW and OFF, not colours). **Pass two, the scans themselves,** which is what this row actually asked for: pages 10, 13, 16, 18, 20, 22 and 26 read as images at the source resolution, covering sections A, B, C, D, E, F and H - every factory component the design lands a conductor on. Section G contributes only G-25 (LG, B) and section I nothing in this build. **The letters are right.** A-01 BW for the automatic, A-06 BY/GY/BW/RW, A-08 BW/WB, A-09 WR, B-18 YG trailing and B-19 YL leading, C-01 Y/B, C-02 YW, C-04 BR, C-05 BR/B, C-09 BrY, D-01 LB/LY, D-02 LW/LR/L/LB/B, E-03 and E-04 WR/YG/R/RY, E-08 and E-09 RL/RY/B, E-06 and E-10 RL/B, F-04 RG/B, F-05 RG/B/GR, F-06 RG/B/GO, F-07 GR/RW/G/RG/B, F-08 GO/RW/G/RG/B, F-09 and F-10 GY, F-12 to F-15 B/RG, G-25 LG/B, H-13 LR/GR, H-14 GR/B, H-15 LR/GB, H-16 GB/B. **Three findings, all now rows:** (1) LD01's headlight load contradicted its own basis and the scan - corrected to 7.4 / 8.9 A; (2) V-081's pop-up ohm check omits WR, and the connector is a four-way - CK08; (3) DV15 reads the wiper motor's L and LB the opposite way round from the diagram - CK09. Nothing else in the design is wrong on the letters."
V-075,V,"Carried from the v2 question list, 2026-09-11",Does the PMU have a native shutdown delay that makes the O22 self-hold latch unnecessary?,agent,done,,"Answered from the manual 2026-09-12: YES. Section 16.7 Delayed turn off gives Turn off minimum time, Turn off maximum time and a Turn off channel, and it needs exactly the separate battery / switched-12 V wiring this design already has. So the KEEP_ALIVE self-hold EXPRESSION can move into the panel. Nothing else does: O22's diode into the wake strip and its drive to K11 stay as drawn, because the panel replaces logic, not a conductor, and removing either would be a wiring change nobody asked for. The one number the manual does not give is the maximum-time range, and D-248 needs 30 minutes - that is CK06 in the client at section 5.4."
V-052,V,"Carried from the v2 question list, 2026-09-11",The Ionic's heater trigger and winter draw,agent,open,W-330b,"Half answered 2026-09-12, and the half that matters is the good half. Self-heating LiFePO4 packs of this class draw the heater from an ACTIVE CHARGING SOURCE only - roughly -20 to +5 C on, off at +10 C - and take nothing from the pack when no charger is connected, so on this car the heater is NOT on the sleeping budget and V-052's premise dissolves. That is vendor-class behaviour, not Ionic's own sheet, which does not publish the S9H's figures: 00-CAR SP-233 carries it as unverified and the ask rides along with W-330b. Published and now recorded: 14.6 V ceiling (SP-231), 8.0 V cut-off (SP-232), -20 to 60 C operating."
W-320,V,"Carried from the v2 question list, 2026-09-11","Assign the kick-down conductors, cavities and fuse (D-320)",agent,done,,"Assigned 2026-09-12. Three conductors and one fuse: F21, a 5 A sealed inline off O12 at the dash node (never off F3, whose 5 A also carries the ignition switch, the light switch and every wake stage) → L3-S2 12 to the pedal switch B-32 → L3-S3 4 back to the post → linked → L4-S2 7 down the tunnel to the solenoid B-33, which grounds on its own case. Devices DV50 / DV51; parts P137 for the holder. It rides the RT21 tunnel run with the road-speed pair, so the tunnel still opens once."
W-322,V,"Carried from the v2 question list, 2026-09-11",Write the one-page PMU emergency procedure (D-322),agent,done,,"Written 2026-09-12 as the `recovery` table, ten rows, RC01-RC10 - a table and not a document, so it stays inside the record and prints from it. Two parts rows: P138 the USB-to-CAN cable, P139 the three-holder glovebox kit. One thing the procedure could not settle on its own and it is now a block: with a dead module the brake lamps on a direct busbar feed are ON CONSTANTLY, because the pedal switch is a signal-level ladder contact that cannot carry lamp current. That is BLK-024."
W-329,V,"Carried from the v2 question list, 2026-09-11",Recompute the 16 AWG RED wire schedule after L2-S 6 comes out (D-329),agent,open,G13,"Cannot be recomputed yet, and the reason is worth writing down: the cavity table carries no lengths, so the ~510 ft figure D-256 quoted was never derived from it - it was D-202's hand estimate at 1.5x. `routes` is the table that fixes that and M-2 fills it. D-329 said this number is recomputed from the wire schedule and never by hand here, so it waits. If it does drop under the 500 ft spool, P009 leaves the cart."
W-330,V,"Carried from the v2 question list, 2026-09-11",Specify the ESP32-C3 Ionic BLE reader (D-330),agent,done,,"Specified 2026-09-12 on IC24: passive advertisement scan for pack millivolts, an FFE1 GATT client for the type-01 cell frame, never a write and never FFE7 or any DFU characteristic. The ICU publishes 0x220 and 0x221 at 2 Hz - pack and four cell voltages, a spread, and freshness flags. Current, state of charge and temperature have no source and are NOT published as zero: a zero on the bus is a number and someone will believe it. W-330b is the ask that would change that."
W-330b,V,"Carried from the v2 question list, 2026-09-11","Ask Ionic for the BLE protocol map for the IC-12V40-S9H, and for the S9H heater's own figures",camden,open,,"Ask for the frame map on FFE0/FFE1: message types beyond 0x01, the command set for requesting current and state of charge, and the scale factors. Say the pack is an IC-12V40-S9H and that the type-01 cell frame already decodes at ~1.43 mV/count. This is what turns D-330 from voltage-only into the full picture without a shunt.  **Second ask, added 2026-09-12 (V-052):** at what temperature the S9H's heater turns on and off, how much it draws, and whether it can draw from the pack itself or only from an active charging source. Self-heating packs of this class only heat while charging, which would take the heater off the sleeping budget entirely - but Ionic publishes nothing for the S9H, so it is unverified (00-CAR SP-233). One email, two answers."
W-331,V,"Carried from the v2 question list, 2026-09-11",Allocate the PMU input for the master-switch position sense (D-331),agent,done,,"Completed 2026-09-12 and it ends in a block, exactly as D-331 said it might. The inputs table now describes the module's real channel set: A1-A8 are the eight dedicated 0-5 V inputs and all eight are used (A7 was simply missing from the table and is added); A9-A16 share their pins with outputs O17-O24, and this design runs A9-A14 as O17-O22 and A15 / A16 as the two 12 V ladders. All 39 positions are allocated: no free input and no free output. So the master-switch position sense has nowhere to land and which channel gives way is BLK-022. The L4-S2 6 conductor stays as drawn until that is answered; the TVS is unaffected."
